SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Sinusoid,6-Stretch,272.400,29.734,0.522,0.756
Sinusoid,6-Stretch,272.600,29.742,0.53,0.805
Sinusoid,6-Stretch,272.800,29.749,0.537,0.780
Sinusoid,6-Stretch,273.000,29.756,0.544,0.805
Sinusoid,6-Stretch,273.200,29.764,0.552,0.854
Sinusoid,6-Stretch,273.400,29.771,0.559,0.854
Sinusoid,6-Stretch,273.600,29.779,0.567,0.854
Sinusoid,6-Stretch,273.800,29.786,0.574,0.854
Sinusoid,6-Stretch,274.000,29.794,0.582,0.829
Sinusoid,6-Stretch,274.200,29.801,0.589,0.854
Sinusoid,6-Stretch,274.400,29.809,0.597,0.829
Sinusoid,6-Stretch,274.600,29.816,0.604,0.829
Sinusoid,6-Stretch,274.800,29.823,0.611,0.854
Sinusoid,6-Stretch,275.000,29.831,0.619,0.854
Sinusoid,6-Stretch,275.200,29.838,0.626,0.854
Sinusoid,6-Stretch,275.400,29.846,0.634,0.854
Sinusoid,6-Stretch,275.600,29.852,0.64,0.854
Sinusoid,6-Stretch,275.800,29.861,0.649,0.854
Sinusoid,6-Stretch,276.000,29.868,0.656,0.854
Sinusoid,6-Stretch,276.200,29.874,0.662,0.878
Sinusoid,6-Stretch,276.400,29.881,0.669,0.854
Sinusoid,6-Stretch,276.600,29.888,0.676,0.927
Sinusoid,6-Stretch,276.800,29.894,0.682,0.878
Sinusoid,6-Stretch,277.000,29.901,0.689,0.878
Sinusoid,6-Stretch,277.200,29.908,0.696,0.951
Sinusoid,6-Stretch,277.400,29.915,0.703,0.854
Sinusoid,6-Stretch,277.600,29.921,0.709,0.902
Sinusoid,6-Stretch,277.800,29.928,0.716,0.927
Sinusoid,6-Stretch,278.000,29.935,0.723,0.927
Sinusoid,6-Stretch,278.200,29.942,0.73,1.000
Sinusoid,6-Stretch,278.400,29.948,0.736,1.049
Sinusoid,6-Stretch,278.600,29.955,0.743,1.049
Sinusoid,6-Stretch,278.800,29.962,0.75,1.049
Sinusoid,6-Stretch,279.000,29.968,0.756,1.049
Sinusoid,6-Stretch,279.200,29.975,0.763,1.049
Sinusoid,6-Stretch,279.400,29.982,0.77,1.049
Sinusoid,6-Stretch,279.600,29.987,0.775,1.049
Sinusoid,6-Stretch,279.800,29.995,0.783,1.049
Sinusoid,6-Stretch,280.000,30,0.788,1.049
Sinusoid,6-Stretch,280.200,30.006,0.794,1.049
Sinusoid,6-Stretch,280.400,30.011,0.799,1.073
Sinusoid,6-Stretch,280.600,30.016,0.804,1.049
Sinusoid,6-Stretch,280.800,30.021,0.809,1.098
Sinusoid,6-Stretch,281.000,30.027,0.815,1.098
Sinusoid,6-Stretch,281.200,30.032,0.82,1.049
Sinusoid,6-Stretch,281.400,30.038,0.826,1.122
Sinusoid,6-Stretch,281.600,30.043,0.831,1.073
Sinusoid,6-Stretch,281.800,30.048,0.836,1.073
Sinusoid,6-Stretch,282.000,30.053,0.841,1.147
Sinusoid,6-Stretch,282.200,30.059,0.847,1.073
Sinusoid,6-Stretch,282.400,30.064,0.852,1.147
Sinusoid,6-Stretch,282.600,30.069,0.857,1.171
Sinusoid,6-Stretch,282.800,30.075,0.863,1.220
Sinusoid,6-Stretch,283.000,30.08,0.868,1.244
Sinusoid,6-Stretch,283.200,30.085,0.873,1.220
Sinusoid,6-Stretch,283.400,30.091,0.879,1.244
Sinusoid,6-Stretch,283.600,30.095,0.883,1.220
Sinusoid,6-Stretch,283.800,30.101,0.889,1.244
Sinusoid,6-Stretch,284.000,30.105,0.893,1.244
Sinusoid,6-Stretch,284.200,30.108,0.896,1.220
Sinusoid,6-Stretch,284.400,30.111,0.899,1.244
Sinusoid,6-Stretch,284.600,30.115,0.903,1.244
Sinusoid,6-Stretch,284.800,30.118,0.906,1.220
Sinusoid,6-Stretch,285.000,30.122,0.91,1.244
Sinusoid,6-Stretch,285.200,30.125,0.913,1.220
Sinusoid,6-Stretch,285.400,30.128,0.916,1.244
Sinusoid,6-Stretch,285.600,30.132,0.92,1.244
Sinusoid,6-Stretch,285.800,30.136,0.924,1.244
Sinusoid,6-Stretch,286.000,30.139,0.927,1.244
Sinusoid,6-Stretch,286.200,30.142,0.93,1.318
Sinusoid,6-Stretch,286.400,30.146,0.934,1.244
Sinusoid,6-Stretch,286.600,30.149,0.937,1.269
Sinusoid,6-Stretch,286.800,30.153,0.941,1.342
Sinusoid,6-Stretch,287.000,30.156,0.944,1.244
Sinusoid,6-Stretch,287.200,30.159,0.947,1.293
Sinusoid,6-Stretch,287.400,30.163,0.951,1.269
Sinusoid,6-Stretch,287.600,30.165,0.953,1.244
Sinusoid,6-Stretch,287.800,30.17,0.958,1.318
Sinusoid,6-Stretch,288.000,30.171,0.959,1.244
Sinusoid,6-Stretch,288.200,30.172,0.96,1.269
Sinusoid,6-Stretch,288.400,30.173,0.961,1.318
Sinusoid,6-Stretch,288.600,30.175,0.963,1.244
Sinusoid,6-Stretch,288.800,30.176,0.964,1.293
Sinusoid,6-Stretch,289.000,30.177,0.965,1.293
Sinusoid,6-Stretch,289.200,30.178,0.966,1.244
Sinusoid,6-Stretch,289.400,30.179,0.967,1.318
Sinusoid,6-Stretch,289.600,30.18,0.968,1.244
Sinusoid,6-Stretch,289.800,30.182,0.97,1.269
Sinusoid,6-Stretch,290.000,30.182,0.97,1.318
Sinusoid,6-Stretch,290.200,30.184,0.972,1.244
Sinusoid,6-Stretch,290.400,30.185,0.973,1.293
Sinusoid,6-Stretch,290.600,30.186,0.974,1.293
Sinusoid,6-Stretch,290.800,30.187,0.975,1.244
Sinusoid,6-Stretch,291.000,30.188,0.976,1.293
Sinusoid,6-Stretch,291.200,30.19,0.978,1.269
Sinusoid,6-Stretch,291.400,30.191,0.979,1.318
Sinusoid,6-Stretch,291.600,30.191,0.979,1.318
Sinusoid,6-Recover,291.630,30.191,0.979,1.318
Sinusoid,6-Recover,291.830,30.183,0.971,1.244
Sinusoid,6-Recover,292.030,30.178,0.966,1.293
Sinusoid,6-Recover,292.230,30.173,0.961,1.342
Sinusoid,6-Recover,292.430,30.168,0.956,1.244
Sinusoid,6-Recover,292.630,30.165,0.953,1.318
Sinusoid,6-Recover,292.830,30.149,0.937,1.293
Sinusoid,6-Recover,293.030,30.135,0.923,1.244
Sinusoid,6-Recover,293.230,30.12,0.908,1.244
Sinusoid,6-Recover,293.430,30.106,0.894,1.244
Sinusoid,6-Recover,293.630,30.095,0.883,1.244
Sinusoid,6-Recover,293.830,30.071,0.859,1.171
Sinusoid,6-Recover,294.030,30.049,0.837,1.049
Sinusoid,6-Recover,294.230,30.027,0.815,1.098
Sinusoid,6-Recover,294.430,30.005,0.793,1.073
Sinusoid,6-Recover,294.630,29.987,0.775,1.049
Sinusoid,6-Recover,294.830,29.958,0.746,1.025
Sinusoid,6-Recover,295.030,29.931,0.719,0.927
Sinusoid,6-Recover,295.230,29.903,0.691,0.902
Sinusoid,6-Recover,295.430,29.875,0.663,0.902
Sinusoid,6-Recover,295.630,29.852,0.64,0.902
Sinusoid,6-Recover,295.830,29.82,0.608,0.878
Sinusoid,6-Recover,296.030,29.789,0.577,0.805
Sinusoid,6-Recover,296.230,29.758,0.546,0.854
Sinusoid,6-Recover,296.430,29.727,0.515,0.756
Sinusoid,6-Recover,296.630,29.702,0.49,0.805
Sinusoid,6-Recover,296.830,29.671,0.459,0.658
Sinusoid,6-Recover,297.030,29.64,0.428,0.609
Sinusoid,6-Recover,297.230,29.609,0.397,0.634
Sinusoid,6-Recover,297.430,29.578,0.366,0.585
Sinusoid,6-Recover,297.630,29.552,0.34,0.463
Sinusoid,6-Recover,297.830,29.523,0.311,0.463
Sinusoid,6-Recover,298.030,29.495,0.283,0.414
Sinusoid,6-Recover,298.230,29.467,0.255,0.438
Sinusoid,6-Recover,298.430,29.439,0.227,0.340
Sinusoid,6-Recover,298.630,29.416,0.204,0.340
Sinusoid,6-Recover,298.830,29.392,0.18,0.267
Sinusoid,6-Recover,299.030,29.37,0.158,0.267
Sinusoid,6-Recover,299.230,29.348,0.136,0.267
Sinusoid,6-Recover,299.430,29.326,0.114,0.218
Sinusoid,6-Recover,299.630,29.308,0.096,0.169
Sinusoid,6-Recover,299.830,29.292,0.08,0.096
Sinusoid,6-Recover,300.030,29.278,0.066,0.120
Sinusoid,6-Recover,300.230,29.263,0.051,0.120
Sinusoid,6-Recover,300.430,29.249,0.037,0.072
Sinusoid,6-Recover,300.630,29.237,0.025,0.072
Sinusoid,6-Recover,300.830,29.229,0.017,0.072
Sinusoid,6-Recover,301.030,29.224,0.012,0.072
Sinusoid,6-Recover,301.230,29.22,0.008,0.047
Sinusoid,6-Recover,301.430,29.215,0.003,0.023
Sinusoid,6-Recover,301.630,29.212,0,0.023
Sinusoid,7-Stretch,301.640,29.212,0,-0.002
Sinusoid,7-Stretch,301.840,29.216,0.004,0.047
Sinusoid,7-Stretch,302.040,29.218,0.006,0.072
Sinusoid,7-Stretch,302.240,29.219,0.007,0.072
Sinusoid,7-Stretch,302.440,29.22,0.008,0.047
Sinusoid,7-Stretch,302.640,29.221,0.009,0.072
Sinusoid,7-Stretch,302.840,29.222,0.01,0.072
Sinusoid,7-Stretch,303.040,29.223,0.011,0.072
Sinusoid,7-Stretch,303.240,29.224,0.012,0.072
Sinusoid,7-Stretch,303.440,29.225,0.013,0.072
Sinusoid,7-Stretch,303.640,29.227,0.015,0.072
Sinusoid,7-Stretch,303.840,29.228,0.016,0.072
Sinusoid,7-Stretch,304.040,29.229,0.017,0.072
Sinusoid,7-Stretch,304.240,29.23,0.018,0.072
Sinusoid,7-Stretch,304.440,29.231,0.019,0.072
Sinusoid,7-Stretch,304.640,29.233,0.021,0.072
Sinusoid,7-Stretch,304.840,29.234,0.022,0.072
Sinusoid,7-Stretch,305.040,29.235,0.023,0.072
Sinusoid,7-Stretch,305.240,29.236,0.024,0.072
Sinusoid,7-Stretch,305.440,29.237,0.025,0.072
Sinusoid,7-Stretch,305.640,29.237,0.025,0.072
Sinusoid,7-Stretch,305.840,29.244,0.032,0.072
Sinusoid,7-Stretch,306.040,29.248,0.036,0.072
Sinusoid,7-Stretch,306.240,29.251,0.039,0.072
Sinusoid,7-Stretch,306.440,29.255,0.043,0.072
Sinusoid,7-Stretch,306.640,29.258,0.046,0.072
Sinusoid,7-Stretch,306.840,29.261,0.049,0.072
Sinusoid,7-Stretch,307.040,29.265,0.053,0.072
Sinusoid,7-Stretch,307.240,29.268,0.056,0.120
Sinusoid,7-Stretch,307.440,29.272,0.06,0.072
Sinusoid,7-Stretch,307.640,29.275,0.063,0.145
Sinusoid,7-Stretch,307.840,29.279,0.067,0.096
Sinusoid,7-Stretch,308.040,29.282,0.07,0.096
Sinusoid,7-Stretch,308.240,29.286,0.074,0.145
Sinusoid,7-Stretch,308.440,29.289,0.077,0.072
Sinusoid,7-Stretch,308.640,29.292,0.08,0.120
Sinusoid,7-Stretch,308.840,29.296,0.084,0.145
Sinusoid,7-Stretch,309.040,29.299,0.087,0.072
Sinusoid,7-Stretch,309.240,29.303,0.091,0.145
Sinusoid,7-Stretch,309.440,29.306,0.094,0.120
Sinusoid,7-Stretch,309.640,29.308,0.096,0.096
Sinusoid,7-Stretch,309.840,29.316,0.104,0.194
Sinusoid,7-Stretch,310.040,29.321,0.109,0.120
Sinusoid,7-Stretch,310.240,29.327,0.115,0.243
Sinusoid,7-Stretch,310.440,29.332,0.12,0.243
Sinusoid,7-Stretch,310.640,29.337,0.125,0.267
Sinusoid,7-Stretch,310.840,29.343,0.131,0.267
Sinusoid,7-Stretch,311.040,29.348,0.136,0.267
Sinusoid,7-Stretch,311.240,29.354,0.142,0.267
Sinusoid,7-Stretch,311.440,29.359,0.147,0.267
Sinusoid,7-Stretch,311.640,29.364,0.152,0.267
Sinusoid,7-Stretch,311.840,29.369,0.157,0.267
Sinusoid,7-Stretch,312.040,29.375,0.163,0.267
Sinusoid,7-Stretch,312.240,29.38,0.168,0.267
Sinusoid,7-Stretch,312.440,29.385,0.173,0.267
Sinusoid,7-Stretch,312.640,29.39,0.178,0.292
Sinusoid,7-Stretch,312.840,29.396,0.184,0.292
Sinusoid,7-Stretch,313.040,29.401,0.189,0.340
Sinusoid,7-Stretch,313.240,29.407,0.195,0.267
Sinusoid,7-Stretch,313.440,29.412,0.2,0.316
Sinusoid,7-Stretch,313.640,29.416,0.204,0.316
Sinusoid,7-Stretch,313.840,29.425,0.213,0.267
Sinusoid,7-Stretch,314.040,29.432,0.22,0.340
Sinusoid,7-Stretch,314.240,29.439,0.227,0.340
Sinusoid,7-Stretch,314.440,29.445,0.233,0.438
Sinusoid,7-Stretch,314.640,29.452,0.24,0.438
Sinusoid,7-Stretch,314.840,29.459,0.247,0.438
Sinusoid,7-Stretch,315.040,29.466,0.254,0.438
Sinusoid,7-Stretch,315.240,29.472,0.26,0.414
Sinusoid,7-Stretch,315.440,29.479,0.267,0.438
Sinusoid,7-Stretch,315.640,29.486,0.274,0.438
Sinusoid,7-Stretch,315.840,29.492,0.28,0.438
Sinusoid,7-Stretch,316.040,29.499,0.287,0.438
Sinusoid,7-Stretch,316.240,29.506,0.294,0.389
Sinusoid,7-Stretch,316.440,29.513,0.301,0.463
Sinusoid,7-Stretch,316.640,29.519,0.307,0.463
Sinusoid,7-Stretch,316.840,29.526,0.314,0.463
Sinusoid,7-Stretch,317.040,29.533,0.321,0.463
Sinusoid,7-Stretch,317.240,29.54,0.328,0.463
Sinusoid,7-Stretch,317.440,29.547,0.335,0.463
Sinusoid,7-Stretch,317.640,29.552,0.34,0.463
Sinusoid,7-Stretch,317.840,29.562,0.35,0.463
Sinusoid,7-Stretch,318.040,29.569,0.357,0.609
Sinusoid,7-Stretch,318.240,29.577,0.365,0.536
Sinusoid,7-Stretch,318.440,29.584,0.372,0.585
Sinusoid,7-Stretch,318.640,29.591,0.379,0.634
Sinusoid,7-Stretch,318.840,29.599,0.387,0.560
Sinusoid,7-Stretch,319.040,29.607,0.395,0.609
Sinusoid,7-Stretch,319.240,29.614,0.402,0.609
Sinusoid,7-Stretch,319.440,29.621,0.409,0.560
Sinusoid,7-Stretch,319.640,29.629,0.417,0.634
Sinusoid,7-Stretch,319.840,29.636,0.424,0.634
Sinusoid,7-Stretch,320.040,29.644,0.432,0.634
Sinusoid,7-Stretch,320.240,29.651,0.439,0.658
Sinusoid,7-Stretch,320.440,29.659,0.447,0.658
Sinusoid,7-Stretch,320.640,29.666,0.454,0.658
Sinusoid,7-Stretch,320.840,29.674,0.462,0.658
Sinusoid,7-Stretch,321.040,29.681,0.469,0.658
Sinusoid,7-Stretch,321.240,29.689,0.477,0.780
Sinusoid,7-Stretch,321.440,29.696,0.484,0.780
Sinusoid,7-Stretch,321.640,29.702,0.49,0.731
Sinusoid,7-Stretch,321.840,29.712,0.5,0.829
Sinusoid,7-Stretch,322.040,29.719,0.507,0.756
Sinusoid,7-Stretch,322.240,29.727,0.515,0.780
Sinusoid,7-Stretch,322.440,29.734,0.522,0.805
Sinusoid,7-Stretch,322.640,29.742,0.53,0.731
Sinusoid,7-Stretch,322.840,29.749,0.537,0.805
Sinusoid,7-Stretch,323.040,29.757,0.545,0.805
Sinusoid,7-Stretch,323.240,29.764,0.552,0.854
Sinusoid,7-Stretch,323.440,29.772,0.56,0.854
Sinusoid,7-Stretch,323.640,29.779,0.567,0.854
Sinusoid,7-Stretch,323.840,29.786,0.574,0.854
Sinusoid,7-Stretch,324.040,29.794,0.582,0.829
Sinusoid,7-Stretch,324.240,29.801,0.589,0.805
Sinusoid,7-Stretch,324.440,29.809,0.597,0.902
Sinusoid,7-Stretch,324.640,29.816,0.604,0.854
Sinusoid,7-Stretch,324.840,29.824,0.612,0.854
Sinusoid,7-Stretch,325.040,29.831,0.619,0.878
Sinusoid,7-Stretch,325.240,29.839,0.627,0.854
Sinusoid,7-Stretch,325.440,29.846,0.634,0.878
Sinusoid,7-Stretch,325.640,29.852,0.64,0.854
Sinusoid,7-Stretch,325.840,29.861,0.649,0.878
Sinusoid,7-Stretch,326.040,29.868,0.656,0.854
Sinusoid,7-Stretch,326.240,29.875,0.663,0.854
Sinusoid,7-Stretch,326.440,29.881,0.669,0.902
Sinusoid,7-Stretch,326.640,29.888,0.676,0.854
Sinusoid,7-Stretch,326.840,29.895,0.683,0.927
Sinusoid,7-Stretch,327.040,29.901,0.689,0.878
Sinusoid,7-Stretch,327.240,29.908,0.696,0.878
Sinusoid,7-Stretch,327.440,29.915,0.703,0.976
Sinusoid,7-Stretch,327.640,29.921,0.709,0.854
Sinusoid,7-Stretch,327.840,29.928,0.716,0.951
Sinusoid,7-Stretch,328.040,29.935,0.723,0.951
Sinusoid,7-Stretch,328.240,29.942,0.73,0.951
Sinusoid,7-Stretch,328.440,29.948,0.736,1.025
Sinusoid,7-Stretch,328.640,29.955,0.743,1.049
Sinusoid,7-Stretch,328.840,29.962,0.75,1.049
Sinusoid,7-Stretch,329.040,29.969,0.757,1.049
Sinusoid,7-Stretch,329.240,29.975,0.763,1.049
Sinusoid,7-Stretch,329.440,29.982,0.77,1.049
Sinusoid,7-Stretch,329.640,29.987,0.775,1.049
Sinusoid,7-Stretch,329.840,29.995,0.783,1.049
Sinusoid,7-Stretch,330.040,30,0.788,1.049
Sinusoid,7-Stretch,330.240,30.006,0.794,1.049
Sinusoid,7-Stretch,330.440,30.011,0.799,1.073
Sinusoid,7-Stretch,330.640,30.016,0.804,1.122
Sinusoid,7-Stretch,330.840,30.022,0.81,1.049
Sinusoid,7-Stretch,331.040,30.027,0.815,1.098
Sinusoid,7-Stretch,331.240,30.032,0.82,1.122
Sinusoid,7-Stretch,331.440,30.038,0.826,1.049
Sinusoid,7-Stretch,331.640,30.043,0.831,1.122
Sinusoid,7-Stretch,331.840,30.048,0.836,1.073
Sinusoid,7-Stretch,332.040,30.053,0.841,1.073
Sinusoid,7-Stretch,332.240,30.059,0.847,1.171
Sinusoid,7-Stretch,332.440,30.064,0.852,1.122
Sinusoid,7-Stretch,332.640,30.07,0.858,1.244
Sinusoid,7-Stretch,332.840,30.075,0.863,1.220
Sinusoid,7-Stretch,333.040,30.08,0.868,1.244
Sinusoid,7-Stretch,333.240,30.085,0.873,1.244
Sinusoid,7-Stretch,333.440,30.091,0.879,1.244
Sinusoid,7-Stretch,333.640,30.095,0.883,1.244
Sinusoid,7-Stretch,333.840,30.101,0.889,1.244
Sinusoid,7-Stretch,334.040,30.105,0.893,1.244
Sinusoid,7-Stretch,334.240,30.108,0.896,1.244
Sinusoid,7-Stretch,334.440,30.112,0.9,1.220
Sinusoid,7-Stretch,334.640,30.115,0.903,1.244
Sinusoid,7-Stretch,334.840,30.118,0.906,1.244
Sinusoid,7-Stretch,335.040,30.122,0.91,1.244
Sinusoid,7-Stretch,335.240,30.125,0.913,1.244
Sinusoid,7-Stretch,335.440,30.129,0.917,1.244
Sinusoid,7-Stretch,335.640,30.132,0.92,1.244
Sinusoid,7-Stretch,335.840,30.136,0.924,1.244
Sinusoid,7-Stretch,336.040,30.139,0.927,1.293
Sinusoid,7-Stretch,336.240,30.142,0.93,1.244
Sinusoid,7-Stretch,336.440,30.146,0.934,1.318
Sinusoid,7-Stretch,336.640,30.149,0.937,1.244
Sinusoid,7-Stretch,336.840,30.153,0.941,1.269
Sinusoid,7-Stretch,337.040,30.156,0.944,1.342
Sinusoid,7-Stretch,337.240,30.16,0.948,1.244
Sinusoid,7-Stretch,337.440,30.163,0.951,1.293
Sinusoid,7-Stretch,337.640,30.165,0.953,1.293
Sinusoid,7-Stretch,337.840,30.17,0.958,1.244
Sinusoid,7-Stretch,338.040,30.171,0.959,1.318
Sinusoid,7-Stretch,338.240,30.172,0.96,1.244
Sinusoid,7-Stretch,338.440,30.173,0.961,1.269
Sinusoid,7-Stretch,338.640,30.175,0.963,1.318
Sinusoid,7-Stretch,338.840,30.176,0.964,1.244
Sinusoid,7-Stretch,339.040,30.177,0.965,1.293
Sinusoid,7-Stretch,339.240,30.178,0.966,1.269
Sinusoid,7-Stretch,339.440,30.179,0.967,1.244
Sinusoid,7-Stretch,339.640,30.18,0.968,1.293
Sinusoid,7-Stretch,339.840,30.182,0.97,1.244
Sinusoid,7-Stretch,340.040,30.182,0.97,1.269
Sinusoid,7-Stretch,340.240,30.184,0.972,1.318
Sinusoid,7-Stretch,340.440,30.185,0.973,1.244
Sinusoid,7-Stretch,340.640,30.186,0.974,1.293
Sinusoid,7-Stretch,340.840,30.187,0.975,1.293
Sinusoid,7-Stretch,341.040,30.188,0.976,1.269
Sinusoid,7-Stretch,341.240,30.19,0.978,1.318
Sinusoid,7-Stretch,341.440,30.191,0.979,1.269
Sinusoid,7-Stretch,341.640,30.191,0.979,1.293
Sinusoid,7-Recover,341.660,30.191,0.979,1.342
Sinusoid,7-Recover,341.860,30.183,0.971,1.318
Sinusoid,7-Recover,342.060,30.178,0.966,1.244
Sinusoid,7-Recover,342.260,30.174,0.962,1.293
Sinusoid,7-Recover,342.460,30.169,0.957,1.318
Sinusoid,7-Recover,342.660,30.165,0.953,1.244
Sinusoid,7-Recover,342.860,30.149,0.937,1.293
Sinusoid,7-Recover,343.060,30.135,0.923,1.293
Sinusoid,7-Recover,343.260,30.12,0.908,1.244
Sinusoid,7-Recover,343.460,30.106,0.894,1.220
Sinusoid,7-Recover,343.660,30.095,0.883,1.244
Sinusoid,7-Recover,343.860,30.072,0.86,1.220
Sinusoid,7-Recover,344.060,30.049,0.837,1.147
Sinusoid,7-Recover,344.260,30.027,0.815,1.049
Sinusoid,7-Recover,344.460,30.006,0.794,1.049
Sinusoid,7-Recover,344.660,29.987,0.775,1.049
Sinusoid,7-Recover,344.860,29.959,0.747,1.049
Sinusoid,7-Recover,345.060,29.931,0.719,0.976
Sinusoid,7-Recover,345.260,29.903,0.691,0.878
Sinusoid,7-Recover,345.460,29.875,0.663,0.902
Sinusoid,7-Recover,345.660,29.852,0.64,0.878
Sinusoid,7-Recover,345.860,29.821,0.609,0.927
Sinusoid,7-Recover,346.060,29.79,0.578,0.829
Sinusoid,7-Recover,346.260,29.759,0.547,0.805
Sinusoid,7-Recover,346.460,29.728,0.516,0.805
Sinusoid,7-Recover,346.660,29.702,0.49,0.731
Sinusoid,7-Recover,346.860,29.671,0.459,0.658
Sinusoid,7-Recover,347.060,29.64,0.428,0.658
Sinusoid,7-Recover,347.260,29.609,0.397,0.585
Sinusoid,7-Recover,347.460,29.578,0.366,0.585
Sinusoid,7-Recover,347.660,29.552,0.34,0.463
Sinusoid,7-Recover,347.860,29.523,0.311,0.463
Sinusoid,7-Recover,348.060,29.495,0.283,0.438
Sinusoid,7-Recover,348.260,29.467,0.255,0.414
Sinusoid,7-Recover,348.460,29.439,0.227,0.316
Sinusoid,7-Recover,348.660,29.416,0.204,0.316
Sinusoid,7-Recover,348.860,29.392,0.18,0.316
Sinusoid,7-Recover,349.060,29.371,0.159,0.267
Sinusoid,7-Recover,349.260,29.349,0.137,0.267
Sinusoid,7-Recover,349.460,29.326,0.114,0.194
Sinusoid,7-Recover,349.660,29.308,0.096,0.096
Sinusoid,7-Recover,349.860,29.292,0.08,0.169
Sinusoid,7-Recover,350.060,29.278,0.066,0.096
Sinusoid,7-Recover,350.260,29.263,0.051,0.096
Sinusoid,7-Recover,350.460,29.249,0.037,0.072
Sinusoid,7-Recover,350.660,29.237,0.025,0.072
Sinusoid,7-Recover,350.860,29.229,0.017,0.072
Sinusoid,7-Recover,351.060,29.225,0.013,0.072
Sinusoid,7-Recover,351.260,29.22,0.008,0.072
Sinusoid,7-Recover,351.460,29.215,0.003,0.072
Sinusoid,7-Recover,351.660,29.212,0,0.047
Sinusoid,8-Stretch,351.670,29.212,0,0.023
Sinusoid,8-Stretch,351.870,29.216,0.004,0.047
Sinusoid,8-Stretch,352.070,29.218,0.006,0.047
Sinusoid,8-Stretch,352.270,29.219,0.007,0.072
Sinusoid,8-Stretch,352.470,29.22,0.008,0.072
Sinusoid,8-Stretch,352.670,29.221,0.009,0.072
Sinusoid,8-Stretch,352.870,29.222,0.01,0.072
Sinusoid,8-Stretch,353.070,29.223,0.011,0.072
Sinusoid,8-Stretch,353.270,29.224,0.012,0.047
Sinusoid,8-Stretch,353.470,29.225,0.013,0.072
Sinusoid,8-Stretch,353.670,29.227,0.015,0.072
Sinusoid,8-Stretch,353.870,29.228,0.016,0.072
Sinusoid,8-Stretch,354.070,29.229,0.017,0.072
Sinusoid,8-Stretch,354.270,29.23,0.018,0.072
Sinusoid,8-Stretch,354.470,29.231,0.019,0.072
Sinusoid,8-Stretch,354.670,29.233,0.021,0.072
Sinusoid,8-Stretch,354.870,29.234,0.022,0.072
Sinusoid,8-Stretch,355.070,29.235,0.023,0.072
Sinusoid,8-Stretch,355.270,29.236,0.024,0.072
Sinusoid,8-Stretch,355.470,29.237,0.025,0.072
Sinusoid,8-Stretch,355.670,29.237,0.025,0.072
Sinusoid,8-Stretch,355.870,29.244,0.032,0.072
Sinusoid,8-Stretch,356.070,29.248,0.036,0.072
Sinusoid,8-Stretch,356.270,29.251,0.039,0.072
Sinusoid,8-Stretch,356.470,29.255,0.043,0.072
Sinusoid,8-Stretch,356.670,29.258,0.046,0.072
Sinusoid,8-Stretch,356.870,29.261,0.049,0.145
Sinusoid,8-Stretch,357.070,29.265,0.053,0.096
Sinusoid,8-Stretch,357.270,29.268,0.056,0.120
Sinusoid,8-Stretch,357.470,29.272,0.06,0.145
Sinusoid,8-Stretch,357.670,29.275,0.063,0.096
Sinusoid,8-Stretch,357.870,29.278,0.066,0.169
Sinusoid,8-Stretch,358.070,29.282,0.07,0.096
Sinusoid,8-Stretch,358.270,29.286,0.074,0.120
Sinusoid,8-Stretch,358.470,29.289,0.077,0.169
Sinusoid,8-Stretch,358.670,29.292,0.08,0.072
Sinusoid,8-Stretch,358.870,29.296,0.084,0.145
Sinusoid,8-Stretch,359.070,29.299,0.087,0.120
Sinusoid,8-Stretch,359.270,29.303,0.091,0.096
Sinusoid,8-Stretch,359.470,29.306,0.094,0.169
Sinusoid,8-Stretch,359.670,29.308,0.096,0.096
Sinusoid,8-Stretch,359.870,29.316,0.104,0.145
Sinusoid,8-Stretch,360.070,29.321,0.109,0.218
Sinusoid,8-Stretch,360.270,29.327,0.115,0.267
Sinusoid,8-Stretch,360.470,29.332,0.12,0.243
Sinusoid,8-Stretch,360.670,29.338,0.126,0.267
Sinusoid,8-Stretch,360.870,29.343,0.131,0.267
Sinusoid,8-Stretch,361.070,29.348,0.136,0.267
Sinusoid,8-Stretch,361.270,29.354,0.142,0.267
Sinusoid,8-Stretch,361.470,29.359,0.147,0.267
Sinusoid,8-Stretch,361.670,29.364,0.152,0.267
Sinusoid,8-Stretch,361.870,29.369,0.157,0.267
Sinusoid,8-Stretch,362.070,29.375,0.163,0.267
Sinusoid,8-Stretch,362.270,29.38,0.168,0.267
Sinusoid,8-Stretch,362.470,29.385,0.173,0.267
Sinusoid,8-Stretch,362.670,29.391,0.179,0.292
Sinusoid,8-Stretch,362.870,29.396,0.184,0.292
Sinusoid,8-Stretch,363.070,29.401,0.189,0.316
Sinusoid,8-Stretch,363.270,29.407,0.195,0.365
Sinusoid,8-Stretch,363.470,29.412,0.2,0.267
Sinusoid,8-Stretch,363.670,29.416,0.204,0.340
Sinusoid,8-Stretch,363.870,29.425,0.213,0.316
Sinusoid,8-Stretch,364.070,29.432,0.22,0.292
Sinusoid,8-Stretch,364.270,29.439,0.227,0.389
Sinusoid,8-Stretch,364.470,29.445,0.233,0.365
Sinusoid,8-Stretch,364.670,29.452,0.24,0.438
Sinusoid,8-Stretch,364.870,29.459,0.247,0.414
Sinusoid,8-Stretch,365.070,29.465,0.253,0.438
Sinusoid,8-Stretch,365.270,29.472,0.26,0.463
